id;ano;mes;dia;dia_semana;hora;aisp;municipio;bairro;latitude;longitude;natureza;idade;f_etaria;sexo;raca_cor;orientacao_sexual;id_vitima;populacao
2022416735;2022;4;22;5;15;13 AISP - Toledo;TERRA ROXA;ZONA RURAL;-24,16748353;-54,09851364;Praticar Homicidio Culposo na Direcao de Veiculo;78 anos;60+ (Idoso);Feminino;Parda;Nao Informado;15963;18119
2022422617;2022;4;22;5;18;02 AISP - Sao Jose dos Pinhais;ARAUCARIA;IGUACU;-25,591645;-49,4019397;Crimes Violentos Letais Intencionais (CVLI);56 anos;25 ~ 59 anos (Adulto);Masculino;Nao Informado;Heterossexual;28827;151666
2022422617;2022;4;22;5;18;02 AISP - Sao Jose dos Pinhais;ARAUCARIA;IGUACU;-25,591645;-49,4019397;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);56 anos;25 ~ 59 anos (Adulto);Masculino;Nao Informado;Heterossexual;6325;151666
2022419183;2022;4;22;5;18;20 AISP - Londrina;LONDRINA;INGLATERRA;-23,312156;-51,16277342;Praticar Homicidio Culposo na Direcao de Veiculo;79 anos;60+ (Idoso);Feminino;Branca;Heterossexual;15964;555937
2022417433;2022;4;22;5;21;14 AISP - Campo Mourao;BARBOSA FERRAZ;VILA DO ROQUE;-24,02771547;-52,00711669;Crimes Violentos Letais Intencionais (CVLI);35 anos;25 ~ 59 anos (Adulto);Masculino;Preta;Heterossexual;28830;10795
2022417433;2022;4;22;5;21;14 AISP - Campo Mourao;BARBOSA FERRAZ;VILA DO ROQUE;-24,02771547;-52,00711669;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);35 anos;25 ~ 59 anos (Adulto);Masculino;Preta;Heterossexual;6328;10795
2022417709;2022;4;22;5;22;02 AISP - Sao Jose dos Pinhais;ARAUCARIA;CAPELA VELHA;-25,591645;-49,4019397;Crimes Violentos Letais Intencionais (CVLI);44 anos;25 ~ 59 anos (Adulto);Masculino;Nao Informado;Heterossexual;28829;151666
2022417709;2022;4;22;5;22;02 AISP - Sao Jose dos Pinhais;ARAUCARIA;CAPELA VELHA;-25,591645;-49,4019397;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);44 anos;25 ~ 59 anos (Adulto);Masculino;Nao Informado;Heterossexual;6327;151666
2022417536;2022;4;23;6;1;12 AISP - Foz do Iguacu;FOZ DO IGUACU;CENTRO;-25,54249328;-54,58710249;Crimes Violentos Letais Intencionais (CVLI);19 anos;15 ~ 24 anos (Jovem);Feminino;Branca;LGBTQIA+;28832;285415
2022417536;2022;4;23;6;1;12 AISP - Foz do Iguacu;FOZ DO IGUACU;CENTRO;-25,54249328;-54,58710249;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);19 anos;15 ~ 24 anos (Jovem);Feminino;Branca;LGBTQIA+;6330;285415
2022417625;2022;4;23;6;5;04 AISP - Ponta Grossa;JAGUARIAIVA;CIDADE ALTA;-24,2530565;-49,7121863;Praticar Homicidio Culposo na Direcao de Veiculo;23 anos;15 ~ 24 anos (Jovem);Masculino;Nao Informado;Nao Informado;15967;35141
2022417845;2022;4;23;6;6;20 AISP - Londrina;LONDRINA;CENTRO HISTORICO;-23,312156;-51,16277342;Praticar Homicidio Culposo na Direcao de Veiculo;20 anos;15 ~ 24 anos (Jovem);Masculino;Parda;Heterossexual;15966;555937
2022418312;2022;4;23;6;11;02 AISP - Sao Jose dos Pinhais;COLOMBO;MAUA;-25,29434029;-49,22743798;Crimes Violentos Letais Intencionais (CVLI);35 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;28835;232056
2022418312;2022;4;23;6;11;02 AISP - Sao Jose dos Pinhais;COLOMBO;MAUA;-25,29434029;-49,22743798;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);35 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;6333;232056
2022418520;2022;4;23;6;16;06 AISP - Uniao Da Vitoria;UNIAO DA VITORIA;RIO DAREIA;-26,2284345;-51,09060952;Crimes Violentos Letais Intencionais (CVLI);43 anos;25 ~ 59 anos (Adulto);Masculino;Parda;Nao Informado;28834;55033
2022418520;2022;4;23;6;16;06 AISP - Uniao Da Vitoria;UNIAO DA VITORIA;RIO DAREIA;-26,2284345;-51,09060952;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);43 anos;25 ~ 59 anos (Adulto);Masculino;Parda;Nao Informado;6332;55033
2022418899;2022;4;23;6;17;20 AISP - Londrina;LONDRINA;CALIFORNIA;-23,312156;-51,16277342;Morte por Intervencao Legal de Agente do Estado - MILAE;17 anos;15 ~ 24 anos (Jovem);Masculino;Parda;Nao Informado;20359;555937
2022420084;2022;4;23;6;17;20 AISP - Londrina;LONDRINA;VIVI XAVIER;-23,312156;-51,16277342;Crimes Violentos Letais Intencionais (CVLI);57 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;28833;555937
2022420084;2022;4;23;6;17;20 AISP - Londrina;LONDRINA;VIVI XAVIER;-23,312156;-51,16277342;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);57 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;6331;555937
2022419813;2022;4;23;6;22;02 AISP - Sao Jose dos Pinhais;FAZENDA RIO GRANDE;SANTA TEREZINHA;-25,64140022;-49,32329319;Crimes Violentos Letais Intencionais (CVLI);48 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;28831;148873
2022419813;2022;4;23;6;22;02 AISP - Sao Jose dos Pinhais;FAZENDA RIO GRANDE;SANTA TEREZINHA;-25,64140022;-49,32329319;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);48 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;6329;148873
2022419932;2022;4;23;6;23;17 AISP - Maringa;MARINGA;ZONA RURAL;-23,42228;-51,93988187;Praticar Homicidio Culposo na Direcao de Veiculo;38 anos;25 ~ 59 anos (Adulto);Masculino;Nao Informado;Nao Informado;15965;409657
2022420005;2022;4;24;7;6;22 AISP - Telemaco Borba;TELEMACO BORBA;MONTE BELO;-24,32868597;-50,62312272;Crimes Violentos Letais Intencionais (CVLI);19 anos;15 ~ 24 anos (Jovem);Masculino;Parda;Nao Informado;28837;75042
2022420005;2022;4;24;7;6;22 AISP - Telemaco Borba;TELEMACO BORBA;MONTE BELO;-24,32868597;-50,62312272;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);19 anos;15 ~ 24 anos (Jovem);Masculino;Parda;Nao Informado;6335;75042
2022428589;2022;4;24;7;10;02 AISP - Sao Jose dos Pinhais;PINHAIS;VARGEM GRANDE;-25,44219789;-49,19919742;Crimes Violentos Letais Intencionais (CVLI);Nao Informado;Nao Informado;Nao Informado;Nao Informado;Nao Informado;28841;127019
2022428589;2022;4;24;7;10;02 AISP - Sao Jose dos Pinhais;PINHAIS;VARGEM GRANDE;-25,44219789;-49,19919742;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);Nao Informado;Nao Informado;Nao Informado;Nao Informado;Nao Informado;6339;127019
2022420908;2022;4;24;7;14;17 AISP - Maringa;MANDAGUARI;ZONA RURAL;-23,517452;-51,68125209;Crimes Violentos Letais Intencionais (CVLI);23 anos;15 ~ 24 anos (Jovem);Masculino;Parda;Nao Informado;28843;36716
2022420908;2022;4;24;7;14;17 AISP - Maringa;MANDAGUARI;ZONA RURAL;-23,517452;-51,68125209;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);23 anos;15 ~ 24 anos (Jovem);Masculino;Parda;Nao Informado;6341;36716
2022420359;2022;4;24;7;14;18 AISP - Apucarana;APUCARANA;VL FELIZ;-23,55159299;-51,45998514;Crimes Violentos Letais Intencionais (CVLI);35 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;28836;130134
2022420359;2022;4;24;7;14;18 AISP - Apucarana;APUCARANA;VL FELIZ;-23,55159299;-51,45998514;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);35 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;6334;130134
2022429194;2022;4;24;7;19;02 AISP - Sao Jose dos Pinhais;FAZENDA RIO GRANDE;VENEZA;-25,64140022;-49,32329319;Crimes Violentos Letais Intencionais (CVLI);30 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;28840;148873
2022429194;2022;4;24;7;19;02 AISP - Sao Jose dos Pinhais;FAZENDA RIO GRANDE;VENEZA;-25,64140022;-49,32329319;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);30 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;6338;148873
2022421632;2022;4;24;7;21;22 AISP - Telemaco Borba;TELEMACO BORBA;BOM JESUS;-24,32868597;-50,62312272;Crimes Violentos Letais Intencionais (CVLI);25 anos;25 ~ 59 anos (Adulto);Masculino;Parda;Nao Informado;28838;75042
2022421632;2022;4;24;7;21;22 AISP - Telemaco Borba;TELEMACO BORBA;BOM JESUS;-24,32868597;-50,62312272;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);25 anos;25 ~ 59 anos (Adulto);Masculino;Parda;Nao Informado;6336;75042
2022421426;2022;4;24;7;21;23 AISP - Jacarezinho;IBAITI;CENTRO;-23,84982149;-50,19066627;Crimes Violentos Letais Intencionais (CVLI);21 anos;15 ~ 24 anos (Jovem);Masculino;Branca;Nao Informado;28839;28830
2022421426;2022;4;24;7;21;23 AISP - Jacarezinho;IBAITI;CENTRO;-23,84982149;-50,19066627;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);21 anos;15 ~ 24 anos (Jovem);Masculino;Branca;Nao Informado;6337;28830
2022421672;2022;4;24;7;22;01 AISP - Curitiba;CURITIBA;PRADO VELHO;-25,432956;-49,27184789;Crimes Violentos Letais Intencionais (CVLI);37 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Heterossexual;27918;1773733
2022421672;2022;4;24;7;22;01 AISP - Curitiba;CURITIBA;PRADO VELHO;-25,432956;-49,27184789;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);37 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Heterossexual;5484;1773733
2022421638;2022;4;24;7;22;20 AISP - Londrina;LONDRINA;CILO 3;-23,312156;-51,16277342;Morte por Intervencao Legal de Agente do Estado - MILAE;37 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;20360;555937
2022422758;2022;4;24;7;23;02 AISP - Sao Jose dos Pinhais;COLOMBO;GUARAITUBA;-25,29434029;-49,22743798;Crimes Violentos Letais Intencionais (CVLI);32 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;28842;232056
2022422758;2022;4;24;7;23;02 AISP - Sao Jose dos Pinhais;COLOMBO;GUARAITUBA;-25,29434029;-49,22743798;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);32 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;6340;232056
2022427912;2022;4;25;1;13;17 AISP - Maringa;MARINGA;LOTEAMENTO SUMARE;-23,42228;-51,93988187;Crimes Violentos Letais Intencionais (CVLI);27 anos;25 ~ 59 anos (Adulto);Masculino;Nao Informado;Nao Informado;28845;409657
2022427912;2022;4;25;1;13;17 AISP - Maringa;MARINGA;LOTEAMENTO SUMARE;-23,42228;-51,93988187;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);27 anos;25 ~ 59 anos (Adulto);Masculino;Nao Informado;Nao Informado;6343;409657
2022426298;2022;4;25;1;14;23 AISP - Jacarezinho;SIQUEIRA CAMPOS;CENTRO;-23,68770838;-49,83149697;Praticar Homicidio Culposo na Direcao de Veiculo;37 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;15968;22811
2022426554;2022;4;25;1;18;23 AISP - Jacarezinho;TOMAZINA;ALTO;-23,77904486;-49,95515154;Praticar Homicidio Culposo na Direcao de Veiculo;58 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;15970;8426
2022427832;2022;4;25;1;20;17 AISP - Maringa;MANDAGUACU;JD SANTA LUZIA;-23,34278914;-52,09425306;Crimes Violentos Letais Intencionais (CVLI);42 anos;25 ~ 59 anos (Adulto);Feminino;Parda;Heterossexual;28844;31457
2022427832;2022;4;25;1;20;17 AISP - Maringa;MANDAGUACU;JD SANTA LUZIA;-23,34278914;-52,09425306;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);42 anos;25 ~ 59 anos (Adulto);Feminino;Parda;Heterossexual;6342;31457
2022426893;2022;4;25;1;20;20 AISP - Londrina;LONDRINA;IDEAL;-23,312156;-51,16277342;Morte por Intervencao Legal de Agente do Estado - MILAE;41 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;20361;555937
2022427010;2022;4;25;1;21;20 AISP - Londrina;CAMBE;JD UNIAO;-23,281632;-51,27772844;Praticar Homicidio Culposo na Direcao de Veiculo;41 anos;25 ~ 59 anos (Adulto);Masculino;Parda;Nao Informado;15969;107208
2022428993;2022;4;25;1;22;16 AISP - Paranavai;LOANDA;CENTRO;-22,93022862;-53,13446896;Crimes Violentos Letais Intencionais (CVLI);22 anos;15 ~ 24 anos (Jovem);Masculino;Parda;Nao Informado;28846;23225
2022428993;2022;4;25;1;22;16 AISP - Paranavai;LOANDA;CENTRO;-22,93022862;-53,13446896;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);22 anos;15 ~ 24 anos (Jovem);Masculino;Parda;Nao Informado;6344;23225
2022429366;2022;4;25;1;23;02 AISP - Sao Jose dos Pinhais;FAZENDA RIO GRANDE;SANTA TEREZINHA;-25,64140022;-49,32329319;Crimes Violentos Letais Intencionais (CVLI);36 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;28847;148873
2022429366;2022;4;25;1;23;02 AISP - Sao Jose dos Pinhais;FAZENDA RIO GRANDE;SANTA TEREZINHA;-25,64140022;-49,32329319;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);36 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;6345;148873
2022429880;2022;4;26;2;3;02 AISP - Sao Jose dos Pinhais;CAMPO LARGO;NOSSA SENHORA APARECIDA;-25,4594905;-49,52884145;Crimes Violentos Letais Intencionais (CVLI);36 anos;25 ~ 59 anos (Adulto);Feminino;Parda;Nao Informado;28851;136327
2022429880;2022;4;26;2;3;02 AISP - Sao Jose dos Pinhais;CAMPO LARGO;NOSSA SENHORA APARECIDA;-25,4594905;-49,52884145;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);36 anos;25 ~ 59 anos (Adulto);Feminino;Parda;Nao Informado;6349;136327
2022427138;2022;4;26;2;4;10 AISP - Francisco Beltrao;FRANCISCO BELTRAO;SAO MIGUEL;-26,07845;-53,05613572;Crimes Violentos Letais Intencionais (CVLI);19 anos;15 ~ 24 anos (Jovem);Masculino;Nao Informado;Nao Informado;28850;96666
2022427138;2022;4;26;2;4;10 AISP - Francisco Beltrao;FRANCISCO BELTRAO;SAO MIGUEL;-26,07845;-53,05613572;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);19 anos;15 ~ 24 anos (Jovem);Masculino;Nao Informado;Nao Informado;6348;96666
2022429180;2022;4;26;2;10;20 AISP - Londrina;LONDRINA;BELA SUICA;-23,312156;-51,16277342;Morte por Intervencao Legal de Agente do Estado - MILAE;38 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;20362;555937
2022432468;2022;4;26;2;16;05 AISP - Sao Mateus do Sul;RIO NEGRO;BURITI;-26,10040797;-49,79768538;Crimes Violentos Letais Intencionais (CVLI);51 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Heterossexual;28848;31324
2022432468;2022;4;26;2;16;05 AISP - Sao Mateus do Sul;RIO NEGRO;BURITI;-26,10040797;-49,79768538;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);51 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Heterossexual;6346;31324
2022431120;2022;4;26;2;16;20 AISP - Londrina;IBIPORA;ESPERANCA;-23,26933148;-51,05803367;Crimes Violentos Letais Intencionais (CVLI);18 anos;15 ~ 24 anos (Jovem);Masculino;Preta;Nao Informado;28849;51603
2022431120;2022;4;26;2;16;20 AISP - Londrina;IBIPORA;ESPERANCA;-23,26933148;-51,05803367;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);18 anos;15 ~ 24 anos (Jovem);Masculino;Preta;Nao Informado;6347;51603
2022432820;2022;4;26;2;18;18 AISP - Apucarana;SAO JOAO DO IVAI;ZONA RURAL;-23,99308948;-51,82027921;Praticar Homicidio Culposo na Direcao de Veiculo;20 anos;15 ~ 24 anos (Jovem);Masculino;Branca;Nao Informado;15971;10667
2022433642;2022;4;26;2;19;19 AISP - Rolandia;ARAPONGAS;SAN RAFAEL;-23,41351653;-51,43827973;Crimes Violentos Letais Intencionais (CVLI);38 anos;25 ~ 59 anos (Adulto);Feminino;Branca;Nao Informado;28173;119138
2022433642;2022;4;26;2;19;19 AISP - Rolandia;ARAPONGAS;SAN RAFAEL;-23,41351653;-51,43827973;Feminicidio;38 anos;25 ~ 59 anos (Adulto);Feminino;Branca;Nao Informado;11734;119138
2022432609;2022;4;27;3;7;09 AISP - Pato Branco;PATO BRANCO;PINHEIRINHO;-26,22995852;-52,677362;Praticar Homicidio Culposo na Direcao de Veiculo;39 anos;25 ~ 59 anos (Adulto);Masculino;Nao Informado;Nao Informado;15976;91836
2022433779;2022;4;27;3;9;10 AISP - Francisco Beltrao;AMPERE;CENTRO;-25,91706847;-53,47325674;Praticar Homicidio Culposo na Direcao de Veiculo;64 anos;60+ (Idoso);Feminino;Branca;Nao Informado;15972;19620
2022434825;2022;4;27;3;10;07 AISP - Guarapuava;CANDOI;LAGOA SECA;-25,56793185;-52,0554464;Praticar Homicidio Culposo na Direcao de Veiculo;60 anos;60+ (Idoso);Feminino;Branca;Nao Informado;15978;14973
2022434825;2022;4;27;3;10;07 AISP - Guarapuava;CANDOI;LAGOA SECA;-25,56793185;-52,0554464;Praticar Homicidio Culposo na Direcao de Veiculo;88 anos;60+ (Idoso);Masculino;Branca;Nao Informado;15977;14973
2022435050;2022;4;27;3;11;02 AISP - Sao Jose dos Pinhais;SAO JOSE DOS PINHAIS;QUISSISANA;-25,537702;-49,20008247;Crimes Violentos Letais Intencionais (CVLI);28 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;28213;329222
2022435050;2022;4;27;3;11;02 AISP - Sao Jose dos Pinhais;SAO JOSE DOS PINHAIS;QUISSISANA;-25,537702;-49,20008247;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);28 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;5755;329222
2022435107;2022;4;27;3;11;07 AISP - Guarapuava;GUARAPUAVA;VILA BELA;-25,39359198;-51,46343108;Morte por Intervencao Legal de Agente do Estado - MILAE;20 anos;15 ~ 24 anos (Jovem);Masculino;Parda;Nao Informado;20529;182093
2022451376;2022;4;27;3;11;16 AISP - Paranavai;GUAIRACA;CENTRO;-22,93824395;-52,69103962;Crimes Violentos Letais Intencionais (CVLI);34 anos;25 ~ 59 anos (Adulto);Masculino;Parda;Nao Informado;28852;6544
2022451376;2022;4;27;3;11;16 AISP - Paranavai;GUAIRACA;CENTRO;-22,93824395;-52,69103962;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);34 anos;25 ~ 59 anos (Adulto);Masculino;Parda;Nao Informado;6350;6544
2022435556;2022;4;27;3;12;02 AISP - Sao Jose dos Pinhais;CAMPO LARGO;BATEIAS;-25,4594905;-49,52884145;Crimes Violentos Letais Intencionais (CVLI);40 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;28853;136327
2022435556;2022;4;27;3;12;02 AISP - Sao Jose dos Pinhais;CAMPO LARGO;BATEIAS;-25,4594905;-49,52884145;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);40 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;6351;136327
2022435330;2022;4;27;3;12;03 AISP - Paranagu ;MORRETES;SESMARIA;-25,47848168;-48,8315392;Praticar Homicidio Culposo na Direcao de Veiculo;38 anos;25 ~ 59 anos (Adulto);Feminino;Branca;Nao Informado;15974;18309
2022436590;2022;4;27;3;17;06 AISP - Uniao Da Vitoria;UNIAO DA VITORIA;COLONIA LUZIA;-26,2284345;-51,09060952;Praticar Homicidio Culposo na Direcao de Veiculo;66 anos;60+ (Idoso);Masculino;Branca;Nao Informado;15975;55033
2022435843;2022;4;27;3;17;14 AISP - Campo Mourao;CAMPO MOURAO;CENTRO;-24,0412232;-52,38111509;Praticar Homicidio Culposo na Direcao de Veiculo;34 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;15973;99432
2022436629;2022;4;27;3;21;01 AISP - Curitiba;CURITIBA;CAJURU;-25,432956;-49,27184789;Crimes Violentos Letais Intencionais (CVLI);34 anos;25 ~ 59 anos (Adulto);Masculino;Preta;Heterossexual;27915;1773733
2022436629;2022;4;27;3;21;01 AISP - Curitiba;CURITIBA;CAJURU;-25,432956;-49,27184789;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);34 anos;25 ~ 59 anos (Adulto);Masculino;Preta;Heterossexual;5481;1773733
2022440846;2022;4;28;4;11;20 AISP - Londrina;TAMARANA;BAIRRO DOS MINEIROS;-23,71517719;-51,0985602;Morte por Intervencao Legal de Agente do Estado - MILAE;30 anos;25 ~ 59 anos (Adulto);Masculino;Parda;Nao Informado;20363;10707
2022440630;2022;4;28;4;17;18 AISP - Apucarana;RIO BOM;CENTRO;-23,76209828;-51,41536479;Praticar Homicidio Culposo na Direcao de Veiculo;36 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;15979;3197
2022442126;2022;4;28;4;18;02 AISP - Sao Jose dos Pinhais;PINHAIS;EMILIANO PERNETA;-25,44219789;-49,19919742;Crimes Violentos Letais Intencionais (CVLI);39 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;28214;127019
2022442126;2022;4;28;4;18;02 AISP - Sao Jose dos Pinhais;PINHAIS;EMILIANO PERNETA;-25,44219789;-49,19919742;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);39 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;5756;127019
2022444739;2022;4;28;4;19;02 AISP - Sao Jose dos Pinhais;CAMPO MAGRO;PAINA;-25,3679565;-49,42766497;Crimes Violentos Letais Intencionais (CVLI);45 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;28856;29879
2022444739;2022;4;28;4;19;02 AISP - Sao Jose dos Pinhais;CAMPO MAGRO;PAINA;-25,3679565;-49,42766497;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);45 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;6354;29879
2022441289;2022;4;28;4;19;03 AISP - Paranagu ;PONTAL DO PARANA;IPANEMA;-25,59415101;-48,44832703;Crimes Violentos Letais Intencionais (CVLI);26 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;28855;30425
2022441289;2022;4;28;4;19;03 AISP - Paranagu ;PONTAL DO PARANA;IPANEMA;-25,59415101;-48,44832703;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);26 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;6353;30425
2022441220;2022;4;28;4;19;18 AISP - Apucarana;LUNARDELLI;ZONA RURAL;-24,07804636;-51,74454839;Praticar Homicidio Culposo na Direcao de Veiculo;23 anos;15 ~ 24 anos (Jovem);Masculino;Nao Informado;Nao Informado;15980;4872
2022441522;2022;4;28;4;21;11 AISP - Cascavel;QUEDAS DO IGUACU;JAGODA;-25,45678085;-52,9098324;Crimes Violentos Letais Intencionais (CVLI);15 anos;15 ~ 24 anos (Jovem);Masculino;Parda;Nao Informado;28857;30738
2022441522;2022;4;28;4;21;11 AISP - Cascavel;QUEDAS DO IGUACU;JAGODA;-25,45678085;-52,9098324;Crimes Violentos Letais Intencionais (CVLI);18 anos;15 ~ 24 anos (Jovem);Masculino;Parda;Nao Informado;28858;30738
2022441522;2022;4;28;4;21;11 AISP - Cascavel;QUEDAS DO IGUACU;JAGODA;-25,45678085;-52,9098324;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);15 anos;15 ~ 24 anos (Jovem);Masculino;Parda;Nao Informado;6355;30738
2022441522;2022;4;28;4;21;11 AISP - Cascavel;QUEDAS DO IGUACU;JAGODA;-25,45678085;-52,9098324;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);18 anos;15 ~ 24 anos (Jovem);Masculino;Parda;Nao Informado;6356;30738
2022450637;2022;4;28;4;21;14 AISP - Campo Mourao;CIANORTE;MORADA DO SOL;-23,65381315;-52,60915089;Crimes Violentos Letais Intencionais (CVLI);26 anos;25 ~ 59 anos (Adulto);Masculino;Parda;Nao Informado;28854;79527
2022450637;2022;4;28;4;21;14 AISP - Campo Mourao;CIANORTE;MORADA DO SOL;-23,65381315;-52,60915089;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);26 anos;25 ~ 59 anos (Adulto);Masculino;Parda;Nao Informado;6352;79527
2022442535;2022;4;29;5;8;07 AISP - Guarapuava;GUARAPUAVA;INDUSTRIAL;-25,39359198;-51,46343108;Praticar Homicidio Culposo na Direcao de Veiculo;38 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;15984;182093
2022442549;2022;4;29;5;8;12 AISP - Foz do Iguacu;FOZ DO IGUACU;TRES LAGOAS;-25,54249328;-54,58710249;Crimes Violentos Letais Intencionais (CVLI);30 anos;25 ~ 59 anos (Adulto);Masculino;Parda;Heterossexual;28859;285415
2022442549;2022;4;29;5;8;12 AISP - Foz do Iguacu;FOZ DO IGUACU;TRES LAGOAS;-25,54249328;-54,58710249;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);30 anos;25 ~ 59 anos (Adulto);Masculino;Parda;Heterossexual;6357;285415
2022443744;2022;4;29;5;8;17 AISP - Maringa;MARINGA;ZONA OITO;-23,42228;-51,93988187;Praticar Homicidio Culposo na Direcao de Veiculo;57 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;15981;409657
2022445231;2022;4;29;5;20;03 AISP - Paranagu ;MORRETES;BARRO BRANCO;-25,47848168;-48,8315392;Praticar Homicidio Culposo na Direcao de Veiculo;79 anos;60+ (Idoso);Masculino;Branca;Nao Informado;15982;18309
2022445620;2022;4;29;5;20;23 AISP - Jacarezinho;IBAITI;ZONA RURAL;-23,84982149;-50,19066627;Praticar Homicidio Culposo na Direcao de Veiculo;15 anos;15 ~ 24 anos (Jovem);Masculino;Branca;Nao Informado;15983;28830
2022445620;2022;4;29;5;20;23 AISP - Jacarezinho;IBAITI;ZONA RURAL;-23,84982149;-50,19066627;Praticar Homicidio Culposo na Direcao de Veiculo;44 anos;25 ~ 59 anos (Adulto);Masculino;Parda;Nao Informado;15985;28830
2022445371;2022;4;29;5;20;23 AISP - Jacarezinho;RIBEIRAO DO PINHAL;CENTRO;-23,4082575;-50,35806095;Morte por Intervencao Legal de Agente do Estado - MILAE;28 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;20317;13060
2022445396;2022;4;29;5;21;13 AISP - Toledo;ASSIS CHATEAUBRIAND;CENTRO CIVICO;-24,40853008;-53,52123693;Crimes Violentos Letais Intencionais (CVLI);22 anos;15 ~ 24 anos (Jovem);Masculino;Parda;Nao Informado;28860;36808
